Campaign Member ID,Contact ID,Campaign Name,Last Touch Channel,Campaign Response Date,Interaction Status,Account Type,Account Tier,Region,Meeting Booked,Meeting Booked Date,Opportunity ID,Timestamp Date Qualified,Pipeline Revenue Share,Opportunity Stage,Closed Won CARR,AE Owner
CM-11338,CON-51338,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,David Kim
CM-11534,CON-51534,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-11127,CON-51127,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-11841,CON-51841,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-12,No Show,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-12007,CON-52007,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-06,Opened,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-11933,CON-51933,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-12,Attended,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-12445,CON-52445,[Organic Search],Organic Search,2026-02-04,-,Customer,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-12014,CON-52014,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-01,Opened,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10469,CON-50469,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-27,Registered,Customer,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-11797,CON-51797,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-15,No Show,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11263,CON-51263,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-25,-,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11913,CON-51913,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-12,Registered,Churned,Tier 2,West,No,,,,,,,David Kim
CM-10927,CON-50927,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-10755,CON-50755,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Prospect,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-10622,CON-50622,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-21,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-10208,CON-50208,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-10,Registered,Prospect,Tier 1,Northeast,No,,,,,,,Sarah Mitchell
CM-12230,CON-52230,[Paid Search],Paid Search,2026-03-10,-,Prospect,Tier 1,West,Yes,2026-03-30,OPP-80219,2026-03-31,45500.0,Closed Lost,,Rachel Torres
CM-12209,CON-52209,[Paid Search],Paid Search,2026-03-21,-,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10546,CON-50546,CY26 Q1 direct-mail-1few-apple-watch (1/30/26),Direct Mail,2026-02-01,Gift Delivered,Customer,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11371,CON-51371,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-03,-,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10946,CON-50946,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Customer,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11215,CON-51215,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-12174,CON-52174,[Paid Search],Paid Search,2026-03-09,-,Customer,Tier 2,Midwest,No,,,,,,,James O'Brien
CM-10749,CON-50749,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12525,CON-52525,[Direct Traffic],Direct Traffic,2026-01-08,-,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-10322,CON-50322,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-22,Attended,Customer,Tier 1,Midwest,Yes,2026-03-11,OPP-80068,2026-03-16,281200.0,Closed Lost,,James O'Brien
CM-11975,CON-51975,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-12,Opened,Churned,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11061,CON-51061,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-12480,CON-52480,[Direct Traffic],Direct Traffic,2026-01-12,-,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-11214,CON-51214,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
CM-10563,CON-50563,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-26,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,David Kim
CM-12059,CON-52059,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-24,-,Customer,Tier 2,West,No,,,,,,,David Kim
CM-10170,CON-50170,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-16,Attended,Churned,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11456,CON-51456,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Visited Booth,Prospect,Enterprise,Southwest,Yes,2026-01-26,OPP-80157,2026-02-06,95800.0,Closed Won,95800.0,Rachel Torres
CM-10239,CON-50239,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-11,Attended,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-11344,CON-51344,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-20,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-10707,CON-50707,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Prospect,Tier 2,Northeast,Yes,2026-01-26,,,,,,Rachel Torres
CM-11347,CON-51347,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-11185,CON-51185,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-23,-,Prospect,Tier 1,West,No,,,,,,,Marcus Webb
CM-11714,CON-51714,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Badge Scan,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10522,CON-50522,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-02-27,Attended,Prospect,Enterprise,Northeast,Yes,2026-03-02,OPP-80113,2026-03-13,109900.0,Closed Lost,,Rachel Torres
CM-10932,CON-50932,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-11010,CON-51010,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-11,Gift Delivered,Prospect,Enterprise,Southeast,No,,,,,,,Rachel Torres
CM-12496,CON-52496,[Direct Traffic],Direct Traffic,2026-03-21,-,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-12131,CON-52131,[Paid Search],Paid Search,2026-03-25,-,Prospect,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-10210,CON-50210,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-09,Attended,Customer,Tier 1,West,Yes,2026-02-27,OPP-80045,2026-03-04,237800.0,Closed Won,237800.0,Sarah Mitchell
CM-11941,CON-51941,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-12,No Show,Prospect,Tier 1,Midwest,No,,,,,,,David Kim
CM-11499,CON-51499,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-19,Visited Booth,Prospect,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-11193,CON-51193,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10890,CON-50890,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,James O'Brien
CM-10422,CON-50422,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-06,Attended,Prospect,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-12502,CON-52502,[Direct Traffic],Direct Traffic,2026-01-18,-,Churned,Tier 2,West,No,,,,,,,Marcus Webb
CM-11589,CON-51589,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-11,Attended,Prospect,Tier 2,Midwest,Yes,2026-02-18,OPP-80177,2026-03-18,44200.0,Negotiation,,Rachel Torres
CM-10179,CON-50179,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-15,Attended,Customer,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-10379,CON-50379,CY26 Q1 - Hosted - Elevate Conference Utah Dinner - 2026-02-05,Hosted Events,2026-02-06,No Show,Prospect,Tier 1,Northeast,No,,,,,,,David Kim
CM-12443,CON-52443,[Organic Search],Organic Search,2026-01-13,-,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-11603,CON-51603,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-13,Attended,Prospect,Enterprise,Midwest,No,,,,,,,David Kim
CM-12184,CON-52184,[Paid Search],Paid Search,2026-03-22,-,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-11548,CON-51548,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Badge Scan,Customer,Tier 2,West,No,,,,,,,Rachel Torres
CM-11153,CON-51153,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-05,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-11292,CON-51292,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-11505,CON-51505,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-22,Attended,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-12315,CON-52315,[Paid Social],Paid Social,2026-02-14,-,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12057,CON-52057,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-21,Clicked,Prospect,Enterprise,Midwest,No,,,,,,,Rachel Torres
CM-12275,CON-52275,[Paid Search],Paid Search,2026-02-28,-,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-10025,CON-50025,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-21,Attended,Customer,Enterprise,West,No,,,,,,,Rachel Torres
CM-10702,CON-50702,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-10069,CON-50069,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-12,Attended,Prospect,Tier 1,West,Yes,2026-01-19,OPP-80017,2026-02-02,139500.0,Discovery,,James O'Brien
CM-12168,CON-52168,[Paid Search],Paid Search,2026-01-07,-,Customer,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-12276,CON-52276,[Paid Search],Paid Search,2026-03-29,-,Churned,Tier 2,West,No,,,,,,,David Kim
CM-10008,CON-50008,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-21,Registered,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-11570,CON-51570,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Registered,Churned,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-12474,CON-52474,[Organic Social],Organic Social,2026-03-08,-,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-10070,CON-50070,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-14,Attended,Customer,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-12089,CON-52089,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-02,Clicked,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-11785,CON-51785,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-19,No Show,Prospect,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-10771,CON-50771,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10793,CON-50793,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 2,Southwest,Yes,2026-01-12,OPP-80136,2026-01-21,66600.0,Negotiation,,Rachel Torres
CM-11708,CON-51708,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Badge Scan,Customer,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-12531,CON-52531,[Direct Traffic],Direct Traffic,2026-03-01,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-11349,CON-51349,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,David Kim
CM-10585,CON-50585,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-26,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,David Kim
CM-11476,CON-51476,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-21,Visited Booth,Customer,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-10851,CON-50851,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Churned,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-10431,CON-50431,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-05,Attended,Customer,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-11200,CON-51200,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,David Kim
CM-12487,CON-52487,[Direct Traffic],Direct Traffic,2026-03-26,-,Customer,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10548,CON-50548,CY26 Q1 direct-mail-1few-apple-watch (1/30/26),Direct Mail,2026-01-28,-,Customer,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-10297,CON-50297,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-27,Attended,Churned,Tier 1,West,No,,,,,,,Rachel Torres
CM-11559,CON-51559,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-18,Badge Scan,Churned,Tier 2,Midwest,No,,,,,,,Rachel Torres
CM-10335,CON-50335,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-31,Attended,Prospect,Tier 1,Northeast,No,,,,,,,David Kim
CM-11291,CON-51291,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-20,-,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10591,CON-50591,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,Gift Delivered,Customer,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-12313,CON-52313,[Paid Social],Paid Social,2026-01-18,-,Prospect,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-10675,CON-50675,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-12175,CON-52175,[Paid Search],Paid Search,2026-02-13,-,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10432,CON-50432,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-02,Registered,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-10970,CON-50970,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-19,-,Customer,Tier 2,Northeast,Yes,2026-03-05,OPP-80142,2026-03-20,41000.0,Negotiation,,David Kim
CM-11370,CON-51370,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-01,-,Customer,Enterprise,West,No,,,,,,,Marcus Webb
CM-10007,CON-50007,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-25,Attended,Customer,Tier 1,West,Yes,2026-02-27,OPP-80003,2026-03-16,160100.0,Negotiation,,James O'Brien
CM-10982,CON-50982,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-12513,CON-52513,[Direct Traffic],Direct Traffic,2026-03-28,-,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11908,CON-51908,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-08,Attended,Prospect,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-10389,CON-50389,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-01,Attended,Customer,Enterprise,West,Yes,2026-03-03,OPP-80088,2026-03-20,352600.0,Discovery,,Sarah Mitchell
CM-11779,CON-51779,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-14,No Show,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-10257,CON-50257,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-11,No Show,Prospect,Tier 1,Southwest,No,,,,,,,David Kim
CM-11527,CON-51527,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-19,Attended,Prospect,Tier 1,Southwest,Yes,2026-02-09,OPP-80167,2026-03-09,62600.0,Discovery,,Rachel Torres
CM-10499,CON-50499,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-29,Attended,Prospect,Tier 1,Northeast,No,,,,,,,James O'Brien
CM-10442,CON-50442,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-06,Registered,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-11428,CON-51428,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-29,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
CM-11667,CON-51667,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-06,Visited Booth,Prospect,Tier 1,Midwest,No,,,,,,,Rachel Torres
CM-10212,CON-50212,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-12,No Show,Prospect,Tier 1,West,No,,,,,,,Marcus Webb
CM-10110,CON-50110,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-13,Attended,Customer,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-10099,CON-50099,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-18,Attended,Churned,Tier 2,West,Yes,2026-03-31,,,,,,Sarah Mitchell
CM-12392,CON-52392,[Organic Search],Organic Search,2026-02-08,-,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-10949,CON-50949,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Churned,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-12373,CON-52373,[Organic Search],Organic Search,2026-01-22,-,Prospect,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10582,CON-50582,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-11396,CON-51396,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-31,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10910,CON-50910,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Prospect,Tier 1,Northeast,No,,,,,,,Rachel Torres
CM-12466,CON-52466,[Organic Social],Organic Social,2026-03-02,-,Customer,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10510,CON-50510,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-29,Attended,Prospect,Tier 1,Midwest,Yes,2026-02-16,OPP-80109,2026-03-03,143300.0,Closed Lost,,James O'Brien
CM-12348,CON-52348,[Organic Search],Organic Search,2026-02-05,-,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-10213,CON-50213,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-10,Attended,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-10878,CON-50878,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12083,CON-52083,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-03,Opened,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-11664,CON-51664,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-03,Visited Booth,Prospect,Tier 2,Midwest,Yes,2026-03-09,,,,,,Rachel Torres
CM-12197,CON-52197,[Paid Search],Paid Search,2026-01-16,-,Prospect,Enterprise,Southwest,No,,,,,,,Rachel Torres
CM-11605,CON-51605,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Badge Scan,Prospect,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10481,CON-50481,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-27,Attended,Prospect,Tier 1,West,Yes,2026-02-09,OPP-80105,2026-03-09,138300.0,Closed Won,138300.0,Sarah Mitchell
CM-12379,CON-52379,[Organic Search],Organic Search,2026-03-12,-,Prospect,Tier 1,Northeast,No,,,,,,,Marcus Webb
CM-10551,CON-50551,CY26 Q1 direct-mail-1few-apple-watch (1/30/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-10852,CON-50852,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Marcus Webb
CM-10756,CON-50756,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-10036,CON-50036,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-09,No Show,Customer,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10996,CON-50996,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-12169,CON-52169,[Paid Search],Paid Search,2026-01-19,-,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11874,CON-51874,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-17,No Show,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-12198,CON-52198,[Paid Search],Paid Search,2026-03-24,-,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-11007,CON-51007,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,-,Customer,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-10307,CON-50307,CY26 Q1 - Hosted - Cleveland Cavaliers vs NY Knicks - 2026-02-24,Hosted Events,2026-02-23,No Show,Prospect,Enterprise,West,No,,,,,,,James O'Brien
CM-11595,CON-51595,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-09,Attended,Customer,Tier 2,West,Yes,2026-02-20,OPP-80180,2026-02-27,60800.0,Closed Lost,,James O'Brien
CM-11165,CON-51165,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Customer,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-10466,CON-50466,CY26 Q1 - Hosted - Golden State Warriors vs Denver Nuggets - 2026-02-02,Hosted Events,2026-02-05,Attended,Prospect,Tier 1,Southeast,No,,,,,,,James O'Brien
CM-11668,CON-51668,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-03,Attended,Customer,Enterprise,West,Yes,2026-03-19,OPP-80186,2026-03-31,116000.0,Closed Won,116000.0,David Kim
CM-10185,CON-50185,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-09,Attended,Prospect,Tier 1,West,Yes,2026-02-25,OPP-80039,2026-03-27,221600.0,Closed Won,221600.0,Rachel Torres
CM-10657,CON-50657,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,David Kim
CM-10336,CON-50336,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-27,Registered,Prospect,Tier 2,Northeast,Yes,2026-02-04,OPP-80071,2026-03-02,62600.0,Closed Lost,,Rachel Torres
